Experiment Name,Kernel Version,CPU Model,Num. of CPUs,Memory System,Boot Type,Workload,Input Size,Sim. Status Result,Host Time,Final Tick,Host Instruction Rate,Host Memory Usage,Host Opcode Rate,Host Second,Host Tick Rate,Simulation Frequency,Simulated Instructions,Simulated Opcodes,Simulated Seconds,Simulated Ticks,Number of Cycles,Number of Floating Point Instructions,Number of Integer Instructions,Number of Load Instructions,Number of Store Instructions,Number of Memory References,Number of Integer ALU,Number of FP ALU,Number of SIMD ALU,Number of SIMD Crypto,Total Cache Misses,Avg Read Queue Length
Linux Tests,vmlinux-4.4.186,TimingSimpleCPU,8,MESI,Systemd,boot.Linux,test,success,15670.40798,3.68E+12,180723,13745572,379099,15614.5,235440077,1.00E+12,2821893949,5919443529,3.676279,3.68E+12,88307343066,75744026,5611120467,684200775,440330004,1124530779,4604791404,2098204,44362413,0,53057614,1.02
Linux Tests,vmlinux-5.4.49,AtomicCPU,8,Classic,Init,boot.Linux,test,success,1276.350009,1.93E+12,893227,4395916,1772419,1267.59,1522135868,1.00E+12,1132249205,2246707029,1.92945,1.93E+12,46345158491,21256,2060909409,175599588,96359309,271958897,1927043046,1071,11523,0,16765980,0
Linux Tests,vmlinux-5.4.49,TimingSimpleCPU,8,MI,Init,boot.Linux,test,success,3954.19708,2.42E+12,247548,5695416,503670,3935.31,615788564,1.00E+12,974180167,1982096278,2.423319,2.42E+12,58206396054,21209,1833310453,163906437,96770967,260677404,1673277069,1055,11523,0,12459721,1.06
Linux Tests,vmlinux-4.4.186,TimingSimpleCPU,2,MI,Init,boot.Linux,test,success,3038.352543,2.16E+12,222053,5152100,501203,3028.44,713408231,1.00E+12,672472370,1517863977,2.160513,2.16E+12,12975659435,21369,1407347699,137392650,80977759,218370409,1253365706,1105,11529,0,8991884,1.04
Linux Tests,vmlinux-4.14.134,AtomicCPU,8,Classic,Systemd,boot.Linux,test,success,4404.199277,3.32E+12,690171,12688784,1465714,4391.86,756523258,1.00E+12,3031129528,6437205603,3.322541,3.32E+12,79829940191,76727969,6065756870,721300698,485603803,1206904501,4995908463,2154739,44945073,0,158219486,0
Linux Tests,vmlinux-4.14.134,KVM,1,MI,Systemd,boot.Linux,test,success,15.01597023,1.39E+13,345685076,3981488,345675087,8.11,1.71E+12,1.00E+12,2803876357,2803876357,13.853989,1.39E+13,36241387078,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-5.4.49,KVM,4,Classic,Systemd,boot.Linux,test,success,20.02536035,1.82E+13,265631088,3470492,265626727,13.17,1.39E+12,1.00E+12,3497142571,3497142571,18.248495,1.82E+13,2.07E+11,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.19.83,DerivO3CPU,4,MI,Init,boot.Linux,test,success,14173.31036,1.81E+12,113273,5438944,258718,14160.23,127584748,1.00E+12,1603965043,3663506433,1.806629,1.81E+12,2547703100,0,0,0,0,0,6626622365,3195,27673,0,10014508,1.34
Linux Tests,vmlinux-4.19.83,KVM,2,MI,Systemd,boot.Linux,test,success,20.0284512,1.76E+13,283416964,4010232,283410565,10.28,1.71E+12,1.00E+12,2913389666,2913389666,17.588435,1.76E+13,97571350578,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.14.134,KVM,2,MI,Init,boot.Linux,test,success,10.01763821,3.83E+12,394386787,3991792,394355292,2.66,1.44E+12,1.00E+12,1050664234,1050664234,3.826269,3.83E+12,20913493802,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.9.186,AtomicCPU,4,Classic,Init,boot.Linux,test,success,970.9182193,1.71E+12,655237,3994248,1708342,964.82,1769944003,1.00E+12,632184008,1648237846,1.707672,1.71E+12,20512654755,22320,1459545958,107897098,108635698,216532796,1339389498,1417,11529,0,16388828,0
Linux Tests,vmlinux-5.4.49,DerivO3CPU,4,MI,Init,boot.Linux,test,success,13009.56942,1.85E+12,134731,5421960,296398,12997.48,141978719,1.00E+12,1751167204,3852431276,1.845366,1.85E+12,2642379933,0,0,0,0,0,7020748432,2803,27170,0,10694075,1.42
Linux Tests,vmlinux-4.9.186,TimingSimpleCPU,1,Classic,Systemd,boot.Linux,test,success,5780.959539,4.13E+12,433407,9959492,976679,5778.19,715190894,1.00E+12,2504311095,5643441867,4.132512,4.13E+12,12409946122,74239492,5299765685,618852951,431169271,1050022222,4372027172,2162294,43253420,0,144922458,1.22
Linux Tests,vmlinux-4.19.83,KVM,8,Classic,Systemd,boot.Linux,test,success,25.02746558,1.99E+13,278275229,3625472,278272455,16.4,1.22E+12,1.00E+12,4564863119,4564863119,19.942705,1.99E+13,4.58E+11,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.9.186,KVM,4,MESI,Init,boot.Linux,test,success,35.03598499,4.17E+12,378920645,3889304,378897066,3.22,1.29E+12,1.00E+12,1221526750,1221526750,4.166448,4.17E+12,47256784037,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.19.83,KVM,1,Classic,Systemd,boot.Linux,test,success,15.01773953,1.29E+13,290601218,3393392,290593524,9.26,1.39E+12,1.00E+12,2692198167,2692198167,12.91287,1.29E+13,32767917365,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.9.186,AtomicCPU,2,Classic,Init,boot.Linux,test,success,775.7988524,1.66E+12,680708,3767944,1899154,769.85,2161454051,1.00E+12,524040343,1462056302,1.663987,1.66E+12,9994590080,23089,1291845790,95407868,106240832,201648700,1169313017,1673,11529,0,16158382,0
Linux Tests,vmlinux-4.9.186,TimingSimpleCPU,2,MI,Systemd,boot.Linux,test,success,15065.33176,8.85E+12,151579,12854728,339682,15055.51,587892434,1.00E+12,2282095696,5114082310,8.85102,8.85E+12,53157516249,74389380,4813775178,578520352,438268112,1016788464,3871838154,2129903,43374149,0,127638623,1.19
Linux Tests,vmlinux-4.19.83,AtomicCPU,1,Classic,Systemd,boot.Linux,test,success,4134.076471,3.37E+12,619194,10043620,1305219,4127.37,816756412,1.00E+12,2555642102,5387117782,3.371054,3.37E+12,10124096221,75001294,5155539348,643538152,433968485,1077506637,4118472075,2168874,43688454,0,151525070,0
Linux Tests,vmlinux-4.19.83,TimingSimpleCPU,1,MI,Init,boot.Linux,test,success,2862.813665,2.26E+12,224836,4967592,508678,2853.81,791299061,1.00E+12,641641168,1451673235,2.25822,2.26E+12,6781441825,24777,1359192600,133732009,95144754,228876763,1166138750,2241,11529,0,7777758,1
Linux Tests,vmlinux-4.4.186,AtomicCPU,4,Classic,Systemd,boot.Linux,test,success,3979.013684,2.74E+12,680788,11896224,1431515,3969.72,690181119,1.00E+12,2702534985,5682709583,2.739823,2.74E+12,32919793586,75252511,5396289549,660560981,428634230,1089195211,4408294847,2098477,43981918,0,152606070,0
Linux Tests,vmlinux-4.4.186,TimingSimpleCPU,1,Classic,Init,boot.Linux,test,success,1646.858408,1.72E+12,552191,3699452,1291579,1641.68,1045586641,1.00E+12,906521824,2120361223,1.71652,1.72E+12,5154713297,21464,1953491243,189219221,79876797,269096018,1806225244,1137,11529,0,13496148,1.14
Linux Tests,vmlinux-4.19.83,KVM,8,MESI,Init,boot.Linux,test,success,60.05943632,5.05E+12,455279906,3998624,455257559,4.55,1.11E+12,1.00E+12,2069223049,2069223049,5.045314,5.05E+12,1.16E+11,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-5.4.49,TimingSimpleCPU,8,MI,Systemd,boot.Linux,test,success,19855.03382,8.16E+12,153464,15724644,320537,19831.99,411681365,1.00E+12,3043487318,6356886279,8.164462,8.16E+12,1.96E+11,75156516,6069462095,730066834,483275042,1213341876,4954296214,2099041,43928362,0,170757750,1.56
Linux Tests,vmlinux-4.9.186,TimingSimpleCPU,4,MI,Systemd,boot.Linux,test,success,16211.20819,7.94E+12,147920,14083448,329004,16201.89,490364934,1.00E+12,2396591309,5330490284,7.944841,7.94E+12,95428788371,74103930,5013574669,599609836,446169250,1045779086,4056798267,2094263,43235763,0,140631945,1.36
Linux Tests,vmlinux-4.9.186,TimingSimpleCPU,2,MI,Init,boot.Linux,test,success,2422.338491,1.93E+12,190289,4928284,559986,2412.11,799589168,1.00E+12,458997216,1350745317,1.928695,1.93E+12,11582449819,23328,1191166482,88435894,106106700,194542594,1064616181,1753,11529,0,7413949,1.03
Linux Tests,vmlinux-4.14.134,TimingSimpleCPU,1,MI,Systemd,boot.Linux,test,success,17092.45226,1.18E+13,149480,12041020,327934,17084.57,689058496,1.00E+12,2553804529,5602617276,11.772265,1.18E+13,35352146401,74858435,5318048389,661508920,470183550,1131692470,4244593218,2237753,43395318,0,126292610,1
Linux Tests,vmlinux-4.19.83,KVM,4,MESI,Init,boot.Linux,test,success,40.04904604,3.99E+12,417432183,3917968,417401862,3.09,1.29E+12,1.00E+12,1288775580,1288775580,3.99448,3.99E+12,45321772572,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.4.186,AtomicCPU,2,Classic,Systemd,boot.Linux,test,success,4074.170075,2.75E+12,631580,10776228,1337801,4067.04,676411282,1.00E+12,2568664480,5440897585,2.750995,2.75E+12,16534140436,75642902,5183593248,642280131,420772162,1063052293,4195656381,2106939,44248509,0,152805746,0
Linux Tests,vmlinux-4.4.186,TimingSimpleCPU,2,MESI,Init,boot.Linux,test,success,2998.247195,1.94E+12,226687,4459580,512098,2970.79,652481721,1.00E+12,673440827,1521336519,1.938389,1.94E+12,11641385676,21369,1410174399,137418579,80861465,218280044,1256887606,1105,11529,0,6115645,1
Linux Tests,vmlinux-5.4.49,TimingSimpleCPU,1,Classic,Systemd,boot.Linux,test,success,6366.567779,4.32E+12,459458,10054360,971683,6361.48,678410618,1.00E+12,2922835477,6181346418,4.315699,4.32E+12,12960056274,75263631,5924243460,695841816,445617942,1141459758,4862977462,2135532,43935709,0,153516410,1.21
Linux Tests,vmlinux-5.4.49,DerivO3CPU,1,Classic,Init,boot.Linux,test,success,8704.425154,1.59E+12,165129,3756416,383491,8697.43,182466675,1.00E+12,1436200399,3335383196,1.586991,1.59E+12,1335656856,0,0,0,0,0,6091667105,3521,27625,0,17752882,1.27
Linux Tests,vmlinux-4.9.186,TimingSimpleCPU,1,MI,Init,boot.Linux,test,success,2312.110383,1.98E+12,183579,4809736,557873,2304.46,861309110,1.00E+12,423049954,1285595835,1.98485,1.98E+12,5960511445,24881,1134122536,84293508,105371282,189664790,1005488186,2273,11537,0,6689780,1
Linux Tests,vmlinux-4.9.186,TimingSimpleCPU,2,MESI,Init,boot.Linux,test,success,2422.301506,1.80E+12,191372,4385648,564055,2398.27,748537455,1.00E+12,458962103,1352755625,1.795193,1.80E+12,10781557499,22561,1192859275,88288931,106110504,194399435,1066593215,1497,11529,0,6814202,1
Linux Tests,vmlinux-4.19.83,TimingSimpleCPU,2,MI,Systemd,boot.Linux,test,success,17448.10281,9.42E+12,148737,13226824,314804,17442.26,539916554,1.00E+12,2594308623,5490896856,9.417362,9.42E+12,56560042725,75607024,5245272883,661001408,445516577,1106517985,4187985058,2173593,44076199,0,136097588,1.2
Linux Tests,vmlinux-4.4.186,KVM,2,MESI,Systemd,boot.Linux,test,success,40.04260063,2.27E+13,233249081,3890060,233245644,13.16,1.72E+12,1.00E+12,3069705295,3069705295,22.661638,2.27E+13,1.26E+11,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-5.4.49,TimingSimpleCPU,1,MESI,Init,boot.Linux,test,success,3203.559397,2.00E+12,216833,4346636,467520,3184.65,627671591,1.00E+12,690537001,1488886773,1.998914,2.00E+12,6002744992,21344,1406792080,133328034,86099961,219427995,1225510960,1103,11515,0,5753822,1
Linux Tests,vmlinux-4.14.134,AtomicCPU,1,Classic,Init,boot.Linux,test,success,1075.995861,1.76E+12,672158,3682836,1662352,1069.42,1641211062,1.00E+12,718820952,1777757915,1.755149,1.76E+12,5270788329,24873,1622240419,156682741,127438293,284121034,1403918023,2273,11529,0,16576616,0
Linux Tests,vmlinux-4.14.134,TimingSimpleCPU,1,MESI,Systemd,boot.Linux,test,success,13443.93971,4.70E+12,188377,10745872,413046,13420.17,350115203,1.00E+12,2528049117,5543147307,4.698607,4.70E+12,14109929571,75711539,5260148625,652841630,463798313,1116639943,4201538454,2185142,44158212,0,49099719,1
Linux Tests,vmlinux-5.4.49,KVM,8,Classic,Init,boot.Linux,test,success,10.03701353,3.85E+12,741538103,3627684,741486851,2.9,1.33E+12,1.00E+12,2148317385,2148317385,3.85439,3.85E+12,89185270870,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.14.134,KVM,2,Classic,Init,boot.Linux,test,success,5.011601448,3.97E+12,409604011,3414708,409566021,2.58,1.54E+12,1.00E+12,1058429181,1058429181,3.970449,3.97E+12,21866985853,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-5.4.49,TimingSimpleCPU,1,Classic,Init,boot.Linux,test,success,1741.871417,1.76E+12,558764,3706920,1209063,1735.76,1013963929,1.00E+12,969878402,2098637288,1.759993,1.76E+12,5285265550,21411,1966782555,172199097,86085231,258284328,1796487822,1119,11527,0,13388894,1.12
Linux Tests,vmlinux-4.14.134,KVM,1,MI,Init,boot.Linux,test,success,10.01865244,2.99E+12,377162595,3977136,377110803,2.25,1.33E+12,1.00E+12,850228903,850228903,2.990491,2.99E+12,7318550118,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.14.134,TimingSimpleCPU,2,MI,Init,boot.Linux,test,success,3563.210268,2.22E+12,203726,5092476,507700,3557.24,625244742,1.00E+12,724701472,1806009976,2.224143,2.22E+12,13356985051,23096,1646759268,160015715,127823317,287839032,1427507498,1681,11529,0,8639783,1.03
Linux Tests,vmlinux-4.14.134,TimingSimpleCPU,2,MESI,Systemd,boot.Linux,test,success,13643.67578,4.14E+12,189062,11814464,414200,13617.34,304336032,1.00E+12,2574515337,5640300497,4.144246,4.14E+12,24890050421,75745958,5339780118,659996709,465860533,1125857242,4287998342,2123088,44291845,0,51132843,1.01
Linux Tests,vmlinux-5.4.49,TimingSimpleCPU,4,MESI,Init,boot.Linux,test,success,3398.574985,2.08E+12,241676,4743916,506235,3363.3,617100432,1.00E+12,812828299,1702620575,2.075496,2.08E+12,24930017176,21248,1590918311,146128526,90555715,236684241,1420061767,1071,11515,0,6660354,1
Linux Tests,vmlinux-5.4.49,KVM,2,MI,Init,boot.Linux,test,success,10.04056978,3.06E+12,543079419,4010656,543015553,1.74,1.76E+12,1.00E+12,946447417,946447417,3.063354,3.06E+12,17074372755,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.19.83,KVM,2,Classic,Systemd,boot.Linux,test,success,15.02081871,1.82E+13,244749946,3417836,244745361,11.97,1.52E+12,1.00E+12,2928513014,2928513014,18.19833,1.82E+13,1.00E+11,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.19.83,TimingSimpleCPU,8,MI,Systemd,boot.Linux,test,success,21014.20222,8.28E+12,139871,15300032,292304,20992.99,394603708,1.00E+12,2936306868,6136328620,8.283911,8.28E+12,1.99E+11,76232875,5839766648,722970055,467816888,1190786943,4741346228,2118242,44681243,0,165454834,1.47
Linux Tests,vmlinux-4.9.186,TimingSimpleCPU,4,MESI,Systemd,boot.Linux,test,success,12918.55302,3.80E+12,183050,12643016,407331,12883.85,295218323,1.00E+12,2358389218,5247990351,3.803548,3.80E+12,45686883590,74782406,4936133809,587496351,440785816,1028282167,3993495135,2088116,43734820,0,49526286,1.01
Linux Tests,vmlinux-4.9.186,KVM,1,MESI,Systemd,boot.Linux,test,success,35.0454762,1.31E+13,317118020,3839844,317109017,7.99,1.64E+12,1.00E+12,2534083678,2534083678,13.103723,1.31E+13,34013656687,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.14.134,KVM,1,Classic,Systemd,boot.Linux,test,success,15.0211246,1.30E+13,312828290,3392336,312820910,9.01,1.44E+12,1.00E+12,2818067578,2818067578,12.984681,1.30E+13,33168688219,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.19.83,TimingSimpleCPU,4,MI,Init,boot.Linux,test,success,3328.713739,2.22E+12,228131,5334772,498517,3313.97,669107752,1.00E+12,756019504,1652070417,2.217404,2.22E+12,26632098742,21512,1538599977,147780401,97221077,245001478,1348899608,1145,11537,0,9551714,1.05
Linux Tests,vmlinux-4.19.83,DerivO3CPU,1,Classic,Init,boot.Linux,test,success,8693.760653,1.58E+12,156324,3746388,373762,8690.56,181706566,1.00E+12,1358546438,3248196862,1.579131,1.58E+12,1319155840,0,0,0,0,0,5897267392,5212,27997,0,18461544,1.3
Linux Tests,vmlinux-4.14.134,TimingSimpleCPU,4,MI,Systemd,boot.Linux,test,success,18043.95878,8.62E+12,152323,14048664,331422,18033.9,478078254,1.00E+12,2746969744,5976836338,8.621616,8.62E+12,1.04E+11,75760031,5652972849,697469305,481847533,1179316838,4565881671,2136652,44279827,0,146722756,1.33
Linux Tests,vmlinux-4.9.186,KVM,8,MI,Init,boot.Linux,test,success,20.01973701,4.71E+12,486511394,3978988,486484997,4.16,1.13E+12,1.00E+12,2023245480,2023245480,4.705526,4.71E+12,1.09E+11,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.4.186,AtomicCPU,8,Classic,Systemd,boot.Linux,test,success,4199.168727,2.80E+12,704720,12912188,1461317,4189.11,668845780,1.00E+12,2952144883,6121609527,2.801865,2.80E+12,67313568085,76525416,5777525860,689206920,438127188,1127334108,4803836926,2113714,44888896,0,153825814,0
Linux Tests,vmlinux-4.4.186,KVM,1,Classic,Systemd,boot.Linux,test,success,15.02204633,1.70E+13,319993152,3394616,319984454,8.74,1.94E+12,1.00E+12,2797977108,2797977108,16.971704,1.70E+13,45226490603,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.19.83,KVM,8,MI,Systemd,boot.Linux,test,success,35.03340316,1.96E+13,269161320,4095508,269157184,16.06,1.22E+12,1.00E+12,4323210348,4323210348,19.645434,1.96E+13,4.51E+11,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.9.186,KVM,4,MESI,Systemd,boot.Linux,test,success,365.4070966,1.32E+15,28795669,4013212,28795652,336.87,3.93E+12,1.00E+12,9700304154,9700304154,1322.862551,1.32E+15,1.55E+13,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.4.186,AtomicCPU,1,Classic,Init,boot.Linux,test,success,895.9246705,1.67E+12,746835,3699452,1684595,890.5,1877834169,1.00E+12,665056768,1500131878,1.672211,1.67E+12,5021732283,21425,1393061161,135740165,79862880,215603045,1239489507,1121,11537,0,14651812,0
Linux Tests,vmlinux-4.4.186,TimingSimpleCPU,1,MI,Systemd,boot.Linux,test,success,15230.87247,1.20E+13,165767,12112932,353541,15226.28,785041377,1.00E+12,2524020416,5383116446,11.95326,1.20E+13,35895676274,75631869,5155202023,649796316,430425662,1080221978,4118856889,2230491,43963760,0,130598462,1
Linux Tests,vmlinux-4.19.83,TimingSimpleCPU,4,MESI,Init,boot.Linux,test,success,3203.461174,2.05E+12,238886,4652304,522461,3168.99,645699231,1.00E+12,757028392,1655672143,2.046214,2.05E+12,24576726105,21377,1542181434,147699911,97251037,244950948,1352616595,1105,11537,0,6550620,1
Linux Tests,vmlinux-5.4.49,DerivO3CPU,8,MI,Init,boot.Linux,test,success,15640.90332,1.98E+12,140452,5783356,294456,15619.76,126552866,1.00E+12,2193819020,4599334483,1.976725,1.98E+12,3221872753,0,0,0,0,0,8412208870,2945,26965,0,12729115,1.55
Linux Tests,vmlinux-4.14.134,TimingSimpleCPU,1,Classic,Systemd,boot.Linux,test,success,6591.797891,4.34E+12,435243,10028232,962291,6583.81,659946449,1.00E+12,2865560343,6335539732,4.344963,4.34E+12,13047937871,75290220,5977691570,717744958,463262503,1181007461,4930047731,2156323,43900841,0,151159834,1.21
Linux Tests,vmlinux-4.9.186,AtomicCPU,4,Classic,Systemd,boot.Linux,test,success,3989.174888,3.01E+12,616755,11588664,1359093,3981.83,757152406,1.00E+12,2455811762,5411673986,3.014851,3.01E+12,36224670212,75066191,5082575880,596330667,440774530,1037105197,4148064394,2118563,43894511,0,150087406,0
Linux Tests,vmlinux-4.19.83,DerivO3CPU,4,MESI,Init,boot.Linux,test,success,12256.42351,1.70E+12,130132,4739440,298439,12223.74,138876755,1.00E+12,1590697705,3648037409,1.697593,1.70E+12,1729092654,0,0,0,0,0,6583761911,4717,27768,0,6753707,1.04
Linux Tests,vmlinux-4.4.186,TimingSimpleCPU,1,MESI,Systemd,boot.Linux,test,success,12673.25946,4.47E+12,195971,10773688,417428,12643.48,353616910,1.00E+12,2477748840,5277742676,4.470948,4.47E+12,13426268870,75110632,5052587004,634707888,419768287,1054476175,4042582754,2150813,43828836,0,48351907,1
Linux Tests,vmlinux-4.19.83,DerivO3CPU,1,MESI,Init,boot.Linux,test,success,10841.92303,1.60E+12,124155,4376628,297267,10818.43,148115844,1.00E+12,1343166631,3215964193,1.602382,1.60E+12,1411125819,0,0,0,0,0,5779635134,5223,27471,0,5997206,1.05
Linux Tests,vmlinux-5.4.49,KVM,4,MI,Init,boot.Linux,test,success,15.03893995,3.44E+12,592894311,4040984,592852557,2.26,1.52E+12,1.00E+12,1341282591,1341282591,3.440355,3.44E+12,39278995714,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.14.134,KVM,1,MESI,Systemd,boot.Linux,test,success,30.03113937,1.40E+13,336071074,3865468,336063927,8.35,1.67E+12,1.00E+12,2807273870,2807273870,13.955824,1.40E+13,36382136353,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.19.83,DerivO3CPU,1,MESI,Systemd,boot.Linux,test,success,33307.66465,2.68E+12,97066,12930272,213385,33284.93,80454716,1.00E+12,3230841934,7102506537,2.67793,2.68E+12,3839234002,0,0,0,0,0,12083247889,4993694,98167550,0,54588897,1.09
Linux Tests,vmlinux-4.19.83,KVM,2,MESI,Init,boot.Linux,test,success,30.03964138,3.73E+12,385486893,3885032,385452235,2.35,1.58E+12,1.00E+12,907006785,907006785,3.72544,3.73E+12,20579251453,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.19.83,TimingSimpleCPU,8,MI,Init,boot.Linux,test,success,3989.107061,2.36E+12,230082,5698064,485711,3968.05,593723483,1.00E+12,912975644,1927326394,2.355925,2.36E+12,56587971403,21416,1788367699,168530128,101840439,270370567,1597206058,1121,11529,0,11771141,1.06
Linux Tests,vmlinux-4.19.83,KVM,4,MI,Systemd,boot.Linux,test,success,25.03291392,1.99E+13,245079605,4041588,245075318,14.53,1.37E+12,1.00E+12,3560105478,3560105478,19.93345,1.99E+13,2.26E+11,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-5.4.49,KVM,8,MESI,Systemd,boot.Linux,test,success,65.06359243,1.84E+13,310710699,4005760,310706811,14.12,1.30E+12,1.00E+12,4386446181,4386446181,18.417554,1.84E+13,4.24E+11,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.9.186,AtomicCPU,8,Classic,Systemd,boot.Linux,test,success,4089.07256,3.18E+12,665246,12776820,1439969,4081.08,780001439,1.00E+12,2714926367,5876635320,3.183251,3.18E+12,76482629014,75737250,5506729221,633734508,454044439,1087778947,4556876643,2114183,44416234,0,153161808,0
Linux Tests,vmlinux-4.4.186,KVM,8,MESI,Init,boot.Linux,test,success,55.06274414,4.29E+12,597603596,3999728,597565278,3.42,1.25E+12,1.00E+12,2045218366,2045218366,4.292388,4.29E+12,99165599843,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.14.134,KVM,2,Classic,Systemd,boot.Linux,test,success,15.01783586,1.42E+13,262464757,3415736,262459673,11.45,1.24E+12,1.00E+12,3004542526,3004542526,14.166579,1.42E+13,76601791252,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.9.186,KVM,1,Classic,Init,boot.Linux,test,success,5.010748386,2.85E+12,304203015,3375532,304175645,2.09,1.37E+12,1.00E+12,634639744,634639744,2.851428,2.85E+12,7006908644,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-5.4.49,KVM,1,MI,Systemd,boot.Linux,test,success,15.01622248,1.16E+13,409976495,3999424,409961966,6.98,1.66E+12,1.00E+12,2862224118,2862224118,11.591601,1.16E+13,30334781215,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.14.134,TimingSimpleCPU,4,MESI,Init,boot.Linux,test,success,3923.802037,2.11E+12,207721,4627768,502281,3887.4,543076844,1.00E+12,807494064,1952569174,2.111159,2.11E+12,25357780368,22321,1779361612,170463911,129823043,300286954,1560778829,1417,11529,0,7654344,1
Linux Tests,vmlinux-4.4.186,KVM,8,MESI,Systemd,boot.Linux,test,success,80.09507561,2.34E+13,272617687,4004592,272613412,17.08,1.37E+12,1.00E+12,4656658965,4656658965,23.367594,2.34E+13,5.38E+11,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.19.83,TimingSimpleCPU,1,MI,Systemd,boot.Linux,test,success,15765.85465,1.19E+13,161734,12092248,342406,15759.21,757692428,1.00E+12,2548796655,5396052291,11.940637,1.19E+13,35857766970,75664208,5168825206,653838641,445126623,1098965264,4102392913,2256943,43910259,0,129437265,1
Linux Tests,vmlinux-5.4.49,DerivO3CPU,2,MI,Init,boot.Linux,test,success,11257.81737,1.79E+12,135184,5266032,307871,11249.38,158925583,1.00E+12,1520740746,3463356202,1.787815,1.79E+12,2305818634,0,0,0,0,0,6293287798,3804,27126,0,9361620,1.37
Linux Tests,vmlinux-4.19.83,KVM,1,MI,Init,boot.Linux,test,success,10.02196598,3.23E+12,269037457,3989448,269015515,2.6,1.24E+12,1.00E+12,700172542,700172542,3.226405,3.23E+12,7776930465,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.9.186,KVM,8,Classic,Systemd,boot.Linux,test,success,25.02872777,1.83E+13,278462969,3607004,278460006,15.46,1.18E+12,1.00E+12,4305553513,4305553513,18.290523,1.83E+13,4.20E+11,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-4.4.186,KVM,1,MESI,Init,boot.Linux,test,success,25.02548194,3.13E+12,435679252,3866920,435634973,1.64,1.91E+12,1.00E+12,715472420,715472420,3.128821,3.13E+12,8273610266,0,0,0,0,0,0,0,0,0,0,0
Linux Tests,vmlinux-5.4.49,DerivO3CPU,1,MESI,Init,boot.Linux,test,success,10540.28819,1.61E+12,135181,4388056,314249,10514.6,153202521,1.00E+12,1421379389,3304200882,1.610863,1.61E+12,1413183946,0,0,0,0,0,5992449017,2839,27483,0,6052770,1.12
Linux Tests,vmlinux-4.4.186,TimingSimpleCPU,4,MESI,Systemd,boot.Linux,test,success,13468.93514,3.62E+12,196155,12774932,415434,13438.29,269705341,1.00E+12,2635994538,5582722145,3.62438,3.62E+12,43531312505,75537662,5315878890,659835206,431579627,1091414833,4305619856,2133261,44178273,0,52301488,1.01
Linux Tests,vmlinux-4.14.134,TimingSimpleCPU,4,MESI,Systemd,boot.Linux,test,success,14214.63808,4.07E+12,189013,12853736,411936,14178.65,286867818,1.00E+12,2679947099,5840698103,4.067398,4.07E+12,48855523457,75693387,5523734102,677497993,471987774,1149485767,4461687971,2108215,44194890,0,52917622,1.01
Linux Tests,vmlinux-4.4.186,KVM,2,Classic,Init,boot.Linux,test,success,5.006858587,4.46E+12,398167970,3418072,398128161,2.28,1.96E+12,1.00E+12,906574006,906574006,4.460503,4.46E+12,25087627490,0,0,0,0,0,0,0,0,0,0,0
